tournament_id,team_name,team_code,yellow_cards,red_cards,second_yellow_cards,sendings_off,bookings,tournament_name,year,host_country,total_cards
WC-2014,Iran,IRN,4,0,0,0,4,2014 FIFA Men's World Cup,2014,Brazil,4
WC-2014,Italy,ITA,3,1,0,1,4,2014 FIFA Men's World Cup,2014,Brazil,4
WC-2014,Japan,JPN,4,0,0,0,4,2014 FIFA Men's World Cup,2014,Brazil,4
WC-2014,Russia,RUS,4,0,0,0,4,2014 FIFA Men's World Cup,2014,Brazil,4
WC-2014,United States,USA,4,0,0,0,4,2014 FIFA Men's World Cup,2014,Brazil,4
WC-2014,Bosnia and Herzegovina,BIH,3,0,0,0,3,2014 FIFA Men's World Cup,2014,Brazil,3
WC-2014,Nigeria,NGA,3,0,0,0,3,2014 FIFA Men's World Cup,2014,Brazil,3
WC-2014,Portugal,PRT,2,1,0,1,3,2014 FIFA Men's World Cup,2014,Brazil,3
WC-2014,Spain,ESP,3,0,0,0,3,2014 FIFA Men's World Cup,2014,Brazil,3
WC-2014,Switzerland,CHE,3,0,0,0,3,2014 FIFA Men's World Cup,2014,Brazil,3
WC-2018,Croatia,HRV,15,0,0,0,15,2018 FIFA Men's World Cup,2018,Russia,15
WC-2018,France,FRA,12,0,0,0,12,2018 FIFA Men's World Cup,2018,Russia,12
WC-2018,Argentina,ARG,11,0,0,0,11,2018 FIFA Men's World Cup,2018,Russia,11
WC-2018,Belgium,BEL,11,0,0,0,11,2018 FIFA Men's World Cup,2018,Russia,11
WC-2018,Panama,PAN,11,0,0,0,11,2018 FIFA Men's World Cup,2018,Russia,11
WC-2018,Colombia,COL,9,1,0,1,10,2018 FIFA Men's World Cup,2018,Russia,10
WC-2018,South Korea,KOR,10,0,0,0,10,2018 FIFA Men's World Cup,2018,Russia,10
WC-2018,Switzerland,CHE,9,1,0,1,10,2018 FIFA Men's World Cup,2018,Russia,10
WC-2018,Mexico,MEX,9,0,0,0,9,2018 FIFA Men's World Cup,2018,Russia,9
WC-2018,Serbia,SRB,9,0,0,0,9,2018 FIFA Men's World Cup,2018,Russia,9
WC-2018,England,ENG,8,0,0,0,8,2018 FIFA Men's World Cup,2018,Russia,8
WC-2018,Morocco,MAR,8,0,0,0,8,2018 FIFA Men's World Cup,2018,Russia,8
WC-2018,Russia,RUS,7,0,1,1,7,2018 FIFA Men's World Cup,2018,Russia,8
WC-2018,Sweden,SWE,8,0,0,0,8,2018 FIFA Men's World Cup,2018,Russia,8
WC-2018,Australia,AUS,7,0,0,0,7,2018 FIFA Men's World Cup,2018,Russia,7
WC-2018,Brazil,BRA,7,0,0,0,7,2018 FIFA Men's World Cup,2018,Russia,7
WC-2018,Iran,IRN,7,0,0,0,7,2018 FIFA Men's World Cup,2018,Russia,7
WC-2018,Portugal,PRT,7,0,0,0,7,2018 FIFA Men's World Cup,2018,Russia,7
WC-2018,Costa Rica,CRI,6,0,0,0,6,2018 FIFA Men's World Cup,2018,Russia,6
WC-2018,Denmark,DNK,6,0,0,0,6,2018 FIFA Men's World Cup,2018,Russia,6
WC-2018,Senegal,SEN,6,0,0,0,6,2018 FIFA Men's World Cup,2018,Russia,6
WC-2018,Egypt,EGY,5,0,0,0,5,2018 FIFA Men's World Cup,2018,Russia,5
WC-2018,Japan,JPN,5,0,0,0,5,2018 FIFA Men's World Cup,2018,Russia,5
WC-2018,Peru,PER,5,0,0,0,5,2018 FIFA Men's World Cup,2018,Russia,5
WC-2018,Germany,DEU,3,0,1,1,3,2018 FIFA Men's World Cup,2018,Russia,4
WC-2018,Nigeria,NGA,4,0,0,0,4,2018 FIFA Men's World Cup,2018,Russia,4
WC-2018,Tunisia,TUN,4,0,0,0,4,2018 FIFA Men's World Cup,2018,Russia,4
WC-2018,Iceland,ISL,3,0,0,0,3,2018 FIFA Men's World Cup,2018,Russia,3
WC-2018,Poland,POL,3,0,0,0,3,2018 FIFA Men's World Cup,2018,Russia,3
WC-2018,Uruguay,URY,3,0,0,0,3,2018 FIFA Men's World Cup,2018,Russia,3
WC-2018,Spain,ESP,2,0,0,0,2,2018 FIFA Men's World Cup,2018,Russia,2
WC-2018,Saudi Arabia,SAU,1,0,0,0,1,2018 FIFA Men's World Cup,2018,Russia,1
WC-2022,Argentina,ARG,17,0,0,0,17,2022 FIFA Men's World Cup,2022,Qatar,17
WC-2022,Saudi Arabia,SAU,14,0,0,0,14,2022 FIFA Men's World Cup,2022,Qatar,14
WC-2022,Netherlands,NLD,11,0,1,1,11,2022 FIFA Men's World Cup,2022,Qatar,12
WC-2022,Serbia,SRB,12,0,0,0,12,2022 FIFA Men's World Cup,2022,Qatar,12
WC-2022,Morocco,MAR,8,0,1,1,8,2022 FIFA Men's World Cup,2022,Qatar,9
WC-2022,Switzerland,CHE,9,0,0,0,9,2022 FIFA Men's World Cup,2022,Qatar,9
WC-2022,Cameroon,CMR,7,0,1,1,7,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,Canada,CAN,8,0,0,0,8,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,Croatia,HRV,8,0,0,0,8,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,France,FRA,8,0,0,0,8,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,Ghana,GHA,8,0,0,0,8,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,Uruguay,URY,8,0,0,0,8,2022 FIFA Men's World Cup,2022,Qatar,8
WC-2022,Australia,AUS,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Iran,IRN,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Mexico,MEX,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Poland,POL,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Qatar,QAT,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Senegal,SEN,7,0,0,0,7,2022 FIFA Men's World Cup,2022,Qatar,7
WC-2022,Brazil,BRA,6,0,0,0,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,Costa Rica,CRI,6,0,0,0,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,Japan,JPN,6,0,0,0,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,Portugal,PRT,6,0,0,0,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,South Korea,KOR,6,0,0,0,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,Wales,WAL,5,1,0,1,6,2022 FIFA Men's World Cup,2022,Qatar,6
WC-2022,Belgium,BEL,5,0,0,0,5,2022 FIFA Men's World Cup,2022,Qatar,5
WC-2022,Denmark,DNK,5,0,0,0,5,2022 FIFA Men's World Cup,2022,Qatar,5
WC-2022,Tunisia,TUN,5,0,0,0,5,2022 FIFA Men's World Cup,2022,Qatar,5
WC-2022,United States,USA,5,0,0,0,5,2022 FIFA Men's World Cup,2022,Qatar,5
WC-2022,Ecuador,ECU,3,0,0,0,3,2022 FIFA Men's World Cup,2022,Qatar,3
WC-2022,Germany,DEU,3,0,0,0,3,2022 FIFA Men's World Cup,2022,Qatar,3
WC-2022,Spain,ESP,2,0,0,0,2,2022 FIFA Men's World Cup,2022,Qatar,2
WC-2022,England,ENG,1,0,0,0,1,2022 FIFA Men's World Cup,2022,Qatar,1
